MES;AÑO;FECHA_BL;NÚMERO_EMBARQUE;CÓDIGO_INCOTERMS;NÚMERO_CONTRATO;PROVEEDOR;PRODUCTO;BARRILES;COSTO_FOB;COSTO_FLETE;COSTO_SEGURO;COSTO_CIF;COSTO_CFR
1;2026;19/1/2026;2026012L42;7;CI-01-2025;Carib LPG Trading Ltd;LPG (70-30);63037,38;1760666,88;756448,56;3191,07;2520306,51;2517115,44
1;2026;29/1/2026;2026013T13;7;CI-02-2025;Puma Energy;Av-Gas;431,66;49647,88;24112,53;93,51;73853,92;73760,41
2;2026;4/2/2026;2026013T13 ;7;CI-02-2025;Puma Energy;Av-Gas;432,49;52474,14;24158,89;97,15;76730,18;76633,03
1;2026;25/1/2026;2026014D06;4;CI-11-2025;Exxon Mobil Sales & Supply LLC;Diésel para uso automotriz de 50 ppm de azufre;229516,06;19787225,4;553133,7;25786,43;20366145,52;20340359,1
1;2026;25/1/2026;2026014D06;4;CI-11-2025;Exxon Mobil Sales & Supply LLC;Jet fuel A;82622,11;7564137,94;199119,29;9841,85;7773099,08;7763257,23
1;2026;31/1/2026;2026015M02;7;CI-11-2025;Marathon International Products Supply LLC;Gasolina RON 91;300082,63;21053927,69;708195,01;27588,87;21789711,56;21762122,7
1;2026;25/1/2026;2026016L43;7;CI-01-2025;Carib LPG Trading Ltd;LPG (70-30);47537,84;1374563,99;570454,07;2465,79;1947483,85;1945018,06
2;2026;1/2/2026;2026019D07;4;CI-11-2025;Exxon Mobil Sales & Supply LLC;Diésel para uso automotriz de 50 ppm de azufre;223806,91;19638330,77;528184,31;25566,04;20192081,12;20166515,08
2;2026;1/2/2026;2026019D07;4;CI-11-2025;Exxon Mobil Sales & Supply LLC;Jet fuel A;88145,93;8529740,62;208024,39;11077,28;8748842,28;8737765,01
1;2026;30/1/2026;2026020L44;7;CI-01-2025;Carib LPG Trading Ltd;LPG (70-30);63931,26;1853028,74;767175,08;3321,76;2623525,58;2620203,82
2;2026;2/2/2026;2026022G04;7;CI-11-2025;Chevron Productos Company;Gasolina RON 95;281081,55;22427649,75;663352,46;29273,55;23120275,76;23091002,21
2;2026;8/2/2026;2026023L45;7;CI-01-2025;Carib LPG Trading Ltd;LPG (70-30);74200;2092466,83;890400;3781,52;2986648,35;2982866,83
12;2025;16/12/2025;2025154T11;7;CI-02-2025;Puma Energy;Av-Gas;431,53;51743,58;24105,27;96,16;75945;75848,85
12;2025;16/12/2025;2025161G01;7;CI-11-2025;Chevron Productos Company;Gasolina RON 95;300089,65;22018639,57;780233,09;28903,2;22827775,86;22798872,66
12;2025;21/12/2025;2025162L37;7;CI-01-2025;Carib LPG Trading Ltd;LPG (70-30);73984,52;2097628,54;887814,24;3784,79;2989227,57;2985442,78
12;2025;18/12/2025;2025163D02;4;CI-11-2025;Exxon Mobil Sales & Supply LLC;Diésel para uso automotriz de 50 ppm de azufre;223043,02;17645199,18;519690,24;23028,48;18187917,9;18164889,42
12;2025;18/12/2025;2025163D02;4;CI-11-2025;Exxon Mobil Sales & Supply LLC;Jet fuel A;70129,17;5654011,02;163400,97;7375,01;5824787;5817411,99
12;2025;18/12/2025;2025164L38;7;CI-01-2025;Carib LPG Trading Ltd;LPG (70-30);39972,64;1133941,11;479671,7;2045,65;1615658,47;1613612,81
12;2025;29/12/2025;2026001D03;4;CI-11-2025;Exxon Mobil Sales & Supply LLC;Diésel para uso automotriz de 50 ppm de azufre;234291,57;18830398,66;625558,49;24665,23;19480622,38;19455957,15
12;2025;29/12/2025;2026001D03;4;CI-11-2025;Exxon Mobil Sales & Supply LLC;Jet fuel A;64977,57;5374957,59;173490,11;7034,03;5555481,73;5548447,7
12;2025;29/12/2025;2026002G02;7;CI-11-2025;Chevron Productos Company;Gasolina RON 95;298780,67;21980161,45;797744,39;28876,62;22806782,46;22777905,84
12;2025;2/1/2026;2026003M01;7;CI-11-2025;Marathon International Products Supply LLC;Gasolina RON 91;314744,98;20306078,69;840369,1;26808,35;21173256,13;21146447,79
12;2025;28/12/2025;2026004L39;7;CI-01-2025;Carib LPG Trading Ltd;LPG (70-30);65458,32;1838873,31;785499,79;3327,04;2627700,14;2624373,1
1;2026;6/1/2026;2026006D04;4;CI-11-2025;Exxon Mobil Sales & Supply LLC;Diésel para uso automotriz de 50 ppm de azufre;220221,83;17208944,22;513116,86;22467,09;17744528,17;17722061,08
1;2026;6/1/2026;2026006D04;4;CI-11-2025;Exxon Mobil Sales & Supply LLC;Jet fuel A;80293,83;6502965,18;187084,62;8481,29;6698531,09;6690049,8
1;2026;2/1/2026;2026007L40;7;CI-01-2025;Carib LPG Trading Ltd;LPG (70-30);62514,29;1695103,35;750171,48;3099,99;2448374,82;2445274,83
1;2026;6/1/2026;2026008T12;7;CI-02-2025;Puma Energy;Av-Gas;431,72;49591,54;24115,88;93,44;73800,86;73707,42
4;2015;25/4/2015;048S042016;4;CE-01-2016;PETROBRAS GLOBAL TRADING B.V;MTBE;19924,42;1433210,57;125523,85;1025,12;1559759,54;1558734,42
7;2015;5/7/2015;083S062016;4;CI-11-2016;CHEMIUM INTERNATIONAL CORP.;MTBE;21543,48;1538749,92;153820,41;1113,14;1693683,47;1692570,33
10;2016;19/10/2015;114S092016;3;CI-13-2016;LUKOIL PAN AMERICAN LLC;MTBE;22087,91;1662012,56;92769,22;1154,05;1755935,83;1754781,78
12;2016;3/12/2015;131L392015;3;CI-15-2014;CARIB LPG TRADING;LPG;33511;615690,5;425589,7;930,39;1042210,59;1041280,2
12;2016;14/12/2015;001L402016;3;CI-15-2014;CARIB LPG TRADING;LPG;40938,78;725201,08;519922,51;1112,51;1246236,1;1245123,59
12;2016;15/12/2015;;0;;;GASOLINA RON 95;150090,02;8406922,79;315189,04;7786,23;8729898,06;8722111,83
12;2016;15/12/2015;124S062015;2;CI-10-2014;VALERO MARKETING & SUPPLY CO.;GASOLINA RON 91;150038,38;7705175,24;315080,6;7159,68;8027415,52;8020255,84
12;2016;19/12/2015;127M332015;2;CI-10-2014;VALERO MARKETING & SUPPLY CO.;GASOLINA RON 95;98361,59;5175254,08;557710,22;5117,82;5738082,12;5732964,3
12;2016;24/12/2015;132M282016;2;CI-10-2014;VALERO MARKETING & SUPPLY CO.;GASOLINA RON 91;85287,45;6074500,06;429848,65;4277,65;6508626,36;6504348,71
12;2016;24/12/2015;129D162015;3;CI-10-2014;GLENCORE LTD;DIESEL 0.0015%S;84708,1;3759932,23;498083,63;3801,13;4261816,99;4258015,86
12;2016;29/12/2015;132A122015;2;CI-01-2015;ASPHALTOS TRADE S.A;ASFALTO AC-30;24000;713071,99;178560;796,67;892428,66;891631,99
1;2016;2/1/2016;002L412016;3;CI-15-2014;CARIB LPG TRADING;LPG;19504,81;365984,96;247711,09;548,34;614244,39;613696,05
1;2016;4/1/2016;090T012015;3;CI-04-2015;PUMA ENERGY;AV-GAS;347,8095238;27604,86;16799,2;39,67;44443,73;44404,06
1;2016;4/1/2016;004A132016;2;CI-01-2015;ASPHALTOS TRADE S.A;ASFALTO AC-30;32517,8;941391,17;241932,43;1057,3;1184380,9;1183323,6
1;2016;5/1/2016;003P012016;3;CI-09-2015;CARGILL INCORPORATED;DIESEL 0.0015%S;298104,24;12564694,03;626018,9;11775,35;13202488,28;13190712,93
1;2016;9/1/2016;;0;;;JET FUEL;60052,44;2413329,59;126110,12;2266,96;2541706,67;2539439,71
1;2016;11/1/2016;;0;;;GASOLINA RON 95;139689,1;6586541,27;293347,11;6141,68;6886030,06;6879888,38
1;2016;11/1/2016;005M012016;2;CI-09-2015;VALERO MARKETING & SUPPLY CO.;GASOLINA RON 91;100192,48;4165043,02;210404,21;3905,96;4379353,19;4375447,23
1;2016;11/1/2016;090T012015;3;CI-04-2015;PUMA ENERGY;AV-GAS;563,6190476;41173,15;27222,8;61,11;68457,06;68395,95
1;2016;13/1/2016;008P022016;3;CI-09-2015;CARGILL INCORPORATED;DIESEL 0.0015%S;100038,89;3724303,76;538649,4;3805,54;4266758,7;4262953,16
1;2016;14/1/2016;006L422016;3;CI-15-2014;CARIB LPG TRADING;LPG;40576,98;604618,25;515327,65;1000,67;1120946,57;1119945,9
1;2016;15/1/2016;007M022016;2;CI-09-2015;VALERO MARKETING & SUPPLY CO.;GASOLINA RON 95;85133,66;3867689,86;463757,1;3866,68;4335313,64;4331446,96
1;2016;15/1/2016;010L432016;3;CI-15-2014;CARIB LPG TRADING;LPG;33337,08;501305,68;423380,92;826,21;925512,81;924686,6
1;2016;17/1/2016;009A142016;2;CI-01-2015;ASPHALTOS TRADE S.A;ASFALTO AC-30;34067,7;955267,71;253463,69;1080;1209811,4;1208731,4
1;2016;22/1/2016;011M032016;2;CI-09-2015;VALERO MARKETING & SUPPLY CO.;GASOLINA RON 91;99711,47;4066367,92;543168,26;4114,93;4613651,11;4609536,18
1;2016;23/1/2016;012D012016;3;CI-09-2015;GLENCORE LTD;DIESEL 0.0015%S;314286,55;11189651,6;660001,76;10578,19;11860231,55;11849653,36
1;2016;25/1/2016;;0;;;GASOLINA RON 95;119801,18;5657177,62;251582,48;5274,75;5914034,85;5908760,1
1;2016;25/1/2016;013M042016;2;CI-09-2015;VALERO MARKETING & SUPPLY CO.;GASOLINA RON 91;110141,24;4586321,65;231296,6;4300,69;4821918,94;4817618,25
1;2016;28/1/2016;;0;;;JET FUEL;80368,48;3498893,78;168773,81;3274,13;3670941,72;3667667,59
1;2016;29/1/2016;014L442016;3;CI-15-2014;CARIB LPG TRADING;LPG;41082,79;679520,13;521751,43;1073,33;1202344,89;1201271,56
1;2016;31/1/2016;015A152015;2;CI-01-2015;ASPHALTOS TRADE S.A;ASFALTO AC-30;31551,92;769907,01;234746,28;897,66;1005550,95;1004653,29
2;2016;2/2/2016;090T012015;3;CI-04-2015;PUMA ENERGY;AV-GAS;376,24;27686,02;18172,39;40,94;45899,35;45858,41
2;2016;4/2/2016;024I012016;3;CI-04-2016;VITOL Inc;FUEL OIL 1.8% S;93853,05;2272287,25;422338,73;1772,15;2696398,13;2694625,98
2;2016;6/2/2016;016L452016;3;CI-15-2014;CARIB LPG TRADING;LPG;37426,84;669689,35;475320,87;1023,06;1146033,28;1145010,22
2;2016;8/2/2016;;0;;;JET FUEL;50104,5;2063521,76;105219,45;1936,04;2170677,25;2168741,21
2;2016;10/2/2016;018P032016;3;CI-09-2015;CARGILL INCORPORATED;DIESEL 0.0015%S;299849,19;11642719,18;629683,3;10955,57;12283358,05;12272402,48
2;2016;11/2/2016;;0;;;GASOLINA RON 95;130039,87;5928207,56;273083,73;5535,89;6206827,18;6201291,29
2;2016;11/2/2016;;0;;;JET FUEL;60168,94;2605776,27;126354,77;2438,97;2734570,01;2732131,04
2;2016;11/2/2016;017M052016;2;CI-09-2015;VALERO MARKETING & SUPPLY CO.;GASOLINA RON 91;120030,93;4802029,1;252064,95;4511,79;5058605,84;5054094,05
2;2016;11/2/2016;090T012015;3;CI-04-2015;PUMA ENERGY;AV-GAS;567,3;39895,68;27400,59;60,08;67356,35;67296,27
2;2016;11/2/2016;023A162016;2;CI-01-2015;ASPHALTOS TRADE S.A;ASFALTO AC-30;31316,72;766376,46;232996,4;892,94;1000265,8;999372,86
2;2016;12/2/2016;019L012016;3;CI-11-2015;CARIB LPG TRADING;LPG;41134,75;717475,19;341418,43;946,12;1059839,74;1058893,62
2;2016;14/2/2016;;0;;;GASOLINA RON 95;109801,13;4788713,46;230582,37;4480,73;5023776,56;5019295,83
2;2016;14/2/2016;020M062016;2;CI-09-2015;VALERO MARKETING & SUPPLY CO.;GASOLINA RON 91;129819,51;4937242,18;272620,97;4650,84;5214513,99;5209863,15
2;2016;19/2/2016;021D022016;3;CI-09-2015;GLENCORE LTD;DIESEL 0.0015%S;310131,5;12308231,21;651276,15;11568,95;12971076,31;12959507,36
2;2016;19/2/2016;022L022016;3;CI-11-2015;CARIB LPG TRADING;LPG;37478,62;684427,58;311072,55;889,48;996389,61;995500,13
2;2016;26/2/2016;090T012015;3;CI-04-2015;PUMA ENERGY;AV-GAS;378,2;27533,16;18267,06;40,89;45841,11;45800,22
2;2016;27/2/2016;;0;;;GASOLINA RON 95;119800,53;5710097,74;251581,11;5321,99;5967000,84;5961678,85
2;2016;27/2/2016;025M072016;2;CI-09-2015;VALERO MARKETING & SUPPLY CO.;GASOLINA RON 91;130173,32;5478000,31;273363,97;5134,24;5756498,52;5751364,28
2;2016;27/2/2016;027L032016;3;CI-11-2015;CARIB LPG TRADING;LPG;39934,25;756560,54;331454,28;972,14;1088986,96;1088014,82
2;2016;28/2/2016;;0;;;JET FUEL;58709,56;2549390,72;123290,08;2385,9;2675066,7;2672680,8
3;2016;4/3/2016;029L042016;3;CI-11-2015;CARIB LPG TRADING;LPG;19373,64;381687,98;160801,21;484,71;542973,9;542489,19
3;2016;6/3/2016;026P042016;3;CI-09-2015;CARGILL INCORPORATED;DIESEL 0.0015%S;302668,72;13523443,89;635604,31;12639,78;14171687,98;14159048,2
3;2016;9/3/2016;028A012016;2;CI-01-2016;ASPHALTOS TRADE S.A;ASFALTO AC-30;32450,44;673744,46;241431,27;817,71;915993,44;915175,73
3;2016;10/3/2016;030M082016;2;CI-09-2015;VALERO MARKETING & SUPPLY CO.;GASOLINA RON 91;90063,39;4723708,76;189133,12;3230,98;4916072,86;4912841,88
3;2016;10/3/2016;090T012015;3;CI-04-2015;PUMA ENERGY;AV-GAS;351,46;29850,25;16975,52;30,8;46856,57;46825,77
3;2016;11/3/2016;;0;;;GASOLINA RON 95;120079,72;6968351,06;252167,41;4748,65;7225267,12;7220518,47
3;2016;12/3/2016;;0;;;JET FUEL;90021,88;4274920,71;189045,95;2935,77;4466902,43;4463966,66
3;2016;15/3/2016;031L052016;3;CI-11-2015;CARIB LPG TRADING;LPG;42956,09;870622,5;356878,34;1096,77;1228597,61;1227500,84
3;2016;15/3/2016;035L062016;3;CI-11-2015;CARIB LPG TRADING;LPG;46570,89;946575,43;386538,39;877,31;1333991,13;1333113,82
3;2016;18/3/2016;;0;;;GASOLINA RON 95;114909,43;6998690,91;241309,8;4761,46;7244762,17;7240000,71
3;2016;18/3/2016;033M092016;2;CI-09-2015;VALERO MARKETING & SUPPLY CO.;GASOLINA RON 91;115025,67;6363659,54;241553,91;4343,98;6609557,43;6605213,45
3;2016;18/3/2016;043T012016;3;CI-05-2016;PUMA ENERGY;AV-GAS;199,1666667;17578,98;9619,75;17,89;27216,62;27198,73
3;2016;19/3/2016;036F032016;3;CI-05-2015;PMI TRADING LTDA;FUEL OIL 3% S;183058,13;4416633,23;479612,3;3220,06;4899465,59;4896245,53
3;2016;21/3/2016;;0;;;JET FUEL;69659,66;3357187,24;146285,29;2304,09;3505776,62;3503472,53
3;2016;22/3/2016;032D032016;3;CI-09-2015;GLENCORE LTD;DIESEL 0.0015%S;307209,92;14223318,65;645140,83;9778,39;14878237,87;14868459,48
3;2016;24/3/2016;034A022016;2;CI-01-2016;ASPHALTOS TRADE S.A;ASFALTO AC-30;16455,39;359095,26;122428,1;430,24;481953,6;481523,36
3;2016;28/3/2016;040L082016;3;CI-11-2015;CARIB LPG TRADING;LPG;25995,07;508864,25;215759,08;476,87;725100,2;724623,33
3;2016;29/3/2016;;0;;;GASOLINA RON 95;157468,66;9014056,13;330684,19;6145,66;9350885,98;9344740,32
3;2016;29/3/2016;038S012016;4;CI-06-2016;SHELL TRADING US CO;GASOLINA RON 91;153503,94;8046652,24;322358,27;5503,96;8374514,47;8369010,51
3;2016;29/3/2016;043T012016;3;CI-05-2016;PUMA ENERGY;AV-GAS;562,4285714;47103,32;27165,3;48,84;74317,46;74268,62
4;2016;1/4/2016;037L072016;3;CI-11-2015;CARIB LPG TRADING;LPG;40967,22;798291;340027,93;749,12;1139068,05;1138318,93
4;2016;8/4/2016;043T012016;3;CI-05-2016;PUMA ENERGY;AV-GAS;562,0238095;49284,8;27145,57;50,27;76480,64;76430,37
4;2016;9/4/2016;039S022016;2;CI-07-2016;KOCH SUPPLY & TRADING LP;DIESEL 0.0015%S;305297,05;14416749,22;512899,04;9818,63;14939466,89;14929648,26
4;2016;10/4/2016;;0;;;JET FUEL;80120,52;4040690,25;168253,09;2768,05;4211711,39;4208943,34
4;2016;10/4/2016;041A032016;2;CI-01-2016;ASPHALTOS TRADE S.A;ASFALTO AC-30;32269,59;758061,92;240085,75;891,84;999039,51;998147,67
4;2016;13/4/2016;;0;;;GASOLINA RON 95;100020,31;5898042,83;210042,65;4017,04;6112102,52;6108085,48
4;2016;13/4/2016;042M102016;2;CI-09-2015;VALERO MARKETING & SUPPLY CO.;GASOLINA RON 91;120357,19;6425403,75;252750,1;4391,95;6682545,8;6678153,85
4;2016;14/4/2016;044L092016;3;CI-11-2015;CARIB LPG TRADING;LPG;40945,43;834144,88;339847,07;772,6;1174764,55;1173991,95
4;2016;16/4/2016;045P052016;3;CI-09-2015;CARGILL INCORPORATED;DIESEL 0.0015%S;302116,73;15567508,98;634445,13;14463,48;16216417,59;16201954,11
4;2016;22/4/2016;043T012016;3;CI-05-2016;PUMA ENERGY;AV-GAS;374,03;34890;18065,65;34,83;52990,48;52955,65
4;2016;23/4/2016;049A042016;2;CI-01-2016;ASPHALTOS TRADE S.A;ASFALTO AC-30;32048,26;796596,43;238439,05;924,8;1035960,28;1035035,48
4;2016;24/4/2016;046L102016;3;CI-11-2015;CARIB LPG TRADING;LPG;37197,08;797654,34;308735,68;728,11;1107118,13;1106390,02
4;2016;28/4/2016;;0;;;GASOLINA RON 95;157515,85;9272229,15;330783,29;6315,52;9609327,96;9603012,44
4;2016;28/4/2016;050L112016;3;CI-11-2015;CARIB LPG TRADING;LPG;40933,73;910067,7;339749,96;822,5;1250640,16;1249817,66
4;2016;30/4/2016;047S032016;4;CI-06-2016;SHELL TRADING US CO;GASOLINA RON 91;144320,61;7799334,15;303073,28;5328,63;8107736,06;8102407,43
5;2016;5/5/2016;054I022016;3;CI-09-2016;VITOL Inc;FUEL OIL 1.8% S;94809,92;3175280,44;426644,64;2368,84;3604293,92;3601925,08
5;2016;7/5/2016;051S052016;2;CI-07-2016;KOCH SUPPLY & TRADING LP;DIESEL 0.0015%S;292077,66;15127489,17;552026,78;10311,79;15689827,74;15679515,95
5;2016;8/5/2016;;0;;;GASOLINA RON 95;129164,71;7952945,72;271245,89;5408,72;8229600,33;8224191,61
5;2016;8/5/2016;052M112016;2;CI-09-2015;VALERO MARKETING & SUPPLY CO.;GASOLINA RON 91;50073,38;2803598,36;105154,1;1912,97;2910665,43;2908752,46
5;2016;8/5/2016;053L122016;3;CI-11-2015;CARIB LPG TRADING;LPG;37547,34;839493,76;311642,92;757,55;1151894,23;1151136,68
5;2016;9/5/2016;;0;;;JET FUEL;115864,67;6353177,74;243315,81;4338,25;6600831,8;6596493,55
5;2016;16/5/2016;;0;;;GASOLINA RON 95;150885,44;10118063,4;316859,42;6862,63;10441785,45;10434922,82
5;2016;16/5/2016;056M122016;2;CI-09-2015;VALERO MARKETING & SUPPLY CO.;GASOLINA RON 91;151225,15;9298499,43;317635,82;6324,15;9622459,4;9616135,25
5;2016;16/5/2016;043T012016;3;CI-05-2016;PUMA ENERGY;AV-GAS;562,4285714;52797,49;27072,63;52,53;79922,65;79870,12
5;2016;17/5/2016;057L132016;3;CI-11-2015;CARIB LPG TRADING;LPG;45110,42;1002586,74;374416,49;906,2;1377909,43;1377003,23
5;2016;17/5/2016;058D042016;3;CI-09-2015;GLENCORE LTD;DIESEL 0.0015%S;312174,56;17858568,86;655566,58;12176,01;18526311,45;18514135,44
5;2016;18/5/2016;055A052016;2;CI-01-2016;ASPHALTOS TRADE S.A;ASFALTO AC-30;33702,57;929698,86;250747,12;1054,73;1181500,71;1180445,98
5;2016;23/5/2016;059L142016;3;CI-11-2015;CARIB LPG TRADING;LPG;36968,34;893174,3;306837,22;789,72;1200801,24;1200011,52
5;2016;25/5/2016;061F012016;3;CI-08-2016;VITOL Inc.;FUEL OIL 3% S;200835,9;6866989,15;449872,42;4812,01;7321673,58;7316861,57
5;2016;26/5/2016;;0;;;GASOLINA RON 95;119822,24;8457854,97;201301,36;5694,78;8664851,11;8659156,33
5;2016;26/5/2016;060M132016;2;CI-09-2015;VALERO MARKETING & SUPPLY CO.;GASOLINA RON 91;130202,61;8463737,12;218740,38;5710,12;8688187,62;8682477,5
5;2016;27/5/2016;;0;;;JET FUEL;49999,97;3006566,35;83999,95;2032,54;3092598,84;3090566,3
5;2016;29/5/2016;064P062016;3;CI-09-2015;CARGILL INCORPORATED;DIESEL 0.0015%S;302197,07;18034910,97;507691,08;16552,98;18559155,03;18542602,05
6;2016;1/6/2016;043T012016;3;CI-05-2016;PUMA ENERGY;AV-GAS;373,25;35357,73;18027,98;35,11;53420,82;53385,71
6;2016;4/6/2016;062L152016;3;CI-11-2015;CARIB LPG TRADING;LPG;45741,42;1042263,08;379653,79;935,75;1422852,62;1421916,87
6;2016;7/6/2016;065L162016;3;CI-11-2015;CARIB LPG TRADING;LPG;26268,93;578817,65;218032,12;524,4;797374,17;796849,77
6;2016;9/6/2016;063I012016;3;CI-09-2016;TRAFIGURA Pte.;FUEL OIL 1.8% S;81200,01;3095747,73;365400,05;2276,26;3463424,04;3461147,78
6;2016;12/6/2016;;0;;;GASOLINA RON 95;130192,33;8676016,08;191382,73;5831,73;8873230,54;8867398,81
6;2016;12/6/2016;066M142016;2;CI-09-2015;VALERO MARKETING & SUPPLY CO.;GASOLINA RON 91;120019,67;7328120,45;176428,91;4935,44;7509484,8;7504549,36
6;2016;13/6/2016;;0;;;JET FUEL;50071,2;2973796,95;73604,66;2004,15;3049405,76;3047401,61
6;2016;13/6/2016;069L172016;3;CI-11-2015;CARIB LPG TRADING;LPG;41132,89;912561,1;341402,99;825,22;1254789,31;1253964,09
6;2016;15/6/2016;067D052016;3;CI-09-2015;GLENCORE LTD;DIESEL 0.0015%S;306673,36;18098159,09;438542,9;12190,85;18548892,84;18536701,99
